상권_코드_명,상권별_매출액_평균,상권별_매출건수_평균,프랜차이즈_점포_수,식료품_지출_총금액,교통_지출_총금액,점포_수,개업_점포_수,폐업_점포_수,시군구_명,시간대_아침점심_생활인구_수,시간대_오후저녁_생활인구_수,시간대_밤새벽_생활인구_수
영동초등학교,299661151.0,14439.225352112677,13,313237475.0,234415329.0,104,11,2,영등포구,15253,11936,18626
영등포구청역 2번,294108111.7878788,22991.090909090908,19,145923569.0,101571008.0,152,28,4,영등포구,12192,11516,9387
영등포구청역 6번,181740199.85416663,8837.166666666666,5,326694470.0,142759581.0,152,23,4,영등포구,10060,8717,12190
영등포동성당,129515188.6551724,1932.4137931034484,1,129352903.0,80701262.0,33,1,0,영등포구,2155,1694,1743
영등포본동주민센터,160827491.375,788.0625,1,84346202.0,43385593.0,22,3,0,영등포구,2121,1745,3272
영등포시장역 1번,128294529.3902439,7677.768292682927,8,187076221.0,98301717.0,107,7,1,영등포구,6179,5565,3756
영등포시장역 3번,2648101754.2413797,128401.10344827586,4,67485084.0,54470196.0,33,2,0,영등포구,1741,1487,2087
영등포시장역 4번,111189801.2051282,2309.589743589744,1,163731099.0,109783826.0,58,9,1,영등포구,3349,2898,3194
영등포역 2번,305268080.0555556,22014.285714285717,33,608340581.0,329316701.0,242,26,5,영등포구,37339,33563,51267
영등포푸르지오아파트,200615404.54,7699.19,17,528759192.0,258615517.0,156,16,2,영등포구,15392,14415,21771
영신초등학교,340761750.38414633,14495.84756097561,23,469023487.0,242293151.0,248,18,5,영등포구,28250,24970,34264
장훈고등학교,160672894.21212122,6681.318181818182,8,110667348.0,57463699.0,64,3,1,영등포구,9013,9614,12997
한림대학교한강성심병원,318526888.25,14506.0,6,171381135.0,110130961.0,21,0,0,영등포구,2006,1464,2387
NH농협은행 보광동지점,192079904.965812,11525.102564102564,12,501368249.0,285892355.0,157,12,3,용산구,10419,8884,14235
경리단길남측,439169892.3917526,24513.94845360825,19,532674185.0,380360414.0,282,41,6,용산구,27879,24712,31200
경리단길북측,297224831.1333333,12302.375,15,502584517.0,309002772.0,339,59,6,용산구,17681,15161,22252
남영역 1번,261999729.6741573,18796.573033707864,18,382246487.0,219462373.0,290,36,6,용산구,30477,25929,31503
남정초등학교,4088894883.75,104803.58333333331,0,31103732.0,19471628.0,62,2,0,용산구,1304,1292,794
리움미술관,320473433.7096774,10845.90322580645,0,72988776.0,50422869.0,61,14,1,용산구,1847,2325,1008
배문고등학교,174396912.02702704,7879.662162162162,9,1036105531.0,667066070.0,174,22,3,용산구,43369,32048,59003
삼각지역 14번,671752287.6666666,22275.666666666668,3,5129554.0,1098689.0,23,3,1,용산구,1301,1077,1324
삼각지역 3번,73100966.54545455,1246.7272727272727,1,43749876.0,29731593.0,45,9,0,용산구,5962,5274,4781
삼광초등학교,118045575.16981132,7674.415094339623,5,180714361.0,114926382.0,68,5,1,용산구,6167,4985,8403
새남터성지,110066708.61333331,8193.066666666668,9,366835488.0,261664571.0,105,9,1,용산구,9133,6765,13937
서빙고동주민센터,195379575.76,4535.72,2,422538003.0,264068967.0,63,6,1,용산구,5734,4327,6904
서빙고역 1번,171895454.70833334,4423.291666666667,4,113796381.0,76485131.0,44,3,0,용산구,1382,1039,1698
서울독일학교,759183876.75,8713.166666666666,3,58304664.0,42726958.0,63,8,1,용산구,1868,1575,1492
서울역 12번,377751047.393617,20338.287234042557,29,425999627.0,247474506.0,198,27,3,용산구,14550,11392,16485
서울역 15번,337239496.9166667,18126.875,9,416007598.0,216376528.0,175,13,2,용산구,22228,18955,23808
성심여자고등학교,393417197.8924731,12387.83870967742,14,580693472.0,354565222.0,294,22,5,용산구,22821,19141,23524
숙대입구,477712045.54545456,36974.507575757576,74,498418331.0,257903280.0,454,59,14,용산구,41932,37772,43508
숙대입구역 1번,209351296.01492536,12476.820895522387,17,440731591.0,264881440.0,134,9,2,용산구,13845,11813,14499
열정도,1148553585.137931,12816.724137931034,2,44526761.0,26465256.0,76,5,2,용산구,5325,4651,4572
오산고등학교,146334381.8857143,8733.214285714286,9,297994947.0,206747552.0,106,8,2,용산구,6427,4925,8494
오산중학교,140900578.5277778,2414.1666666666665,2,47305474.0,25431093.0,42,5,0,용산구,1545,1357,1559
용산구청,370657671.046875,11833.59375,1,190937351.0,138010670.0,142,23,3,용산구,7409,9141,9353
용산세무서,106547572.375,1868.875,1,34073387.0,20290178.0,34,3,0,용산구,1289,1210,964
우사단길,262982289.04301077,9215.354838709678,8,895056783.0,564631564.0,336,27,5,용산구,33053,28020,40590
유엔빌리지길,148161648.65384614,3787.076923076923,3,305310332.0,252697067.0,76,8,0,용산구,5516,5130,5560
이촌동점보아파트,270359977.73239434,12437.140845070422,11,61095805.0,51853622.0,87,7,2,용산구,4565,4765,3955
이태원엔틱가구거리,267528484.17142856,21232.442857142854,5,199726500.0,120615506.0,176,15,3,용산구,5978,5876,6654
이태원역 북측,170507306.10526314,4199.315789473684,3,279656557.0,207116755.0,47,8,1,용산구,11129,11067,13246
한강로동땡땡거리(은행나무길),364872952.5348837,12890.511627906975,6,225567320.0,119872012.0,266,34,2,용산구,20384,19245,17298
한강미주맨션아파트,467239895.2291667,16082.833333333334,8,35433395.0,29543269.0,114,7,2,용산구,2859,2752,2905
한강진역 3번,535483400.2903226,11885.725806451614,5,337008727.0,275702924.0,226,29,4,용산구,11037,11008,11535
한국폴리텍대학서울정수캠퍼스,88637300.5925926,4752.2962962962965,13,343469070.0,226235028.0,91,7,2,용산구,11213,9366,13331
한남초등학교,112008626.0,781.6923076923077,0,62176648.0,49515707.0,37,3,0,용산구,1355,1203,899
한남힐사이드아파트,174891600.35897437,12074.564102564103,2,172861183.0,124802341.0,86,10,0,용산구,4320,4959,3222
해방촌 남동측,367377145.9591837,17967.34693877551,16,467370190.0,276523836.0,267,38,6,용산구,33290,26195,43718
해방촌예술마을,190415361.2307692,10083.55128205128,9,529784541.0,317476083.0,145,12,2,용산구,13619,11861,17121
효창공원앞역 2번,358898764.83157897,12801.768421052631,13,386192642.0,282502224.0,145,9,2,용산구,25621,20065,31919
효창공원앞역 5번,313265686.27956986,11852.849462365592,9,329263699.0,178982243.0,249,19,3,용산구,14845,12049,19467
효창공원앞역 6번,167217376.11818182,8091.363636363636,15,435798812.0,314883609.0,157,13,4,용산구,8794,8867,9805
효창동주민센터,144073552.56603774,10450.528301886792,3,503189353.0,334737190.0,91,7,2,용산구,19167,16205,25020
후암동주민센터,323091618.026087,19613.982608695653,21,1410768659.0,999149137.0,313,34,6,용산구,41884,30829,58270
NH농협은행 상도동지점,266449908.98734176,14666.177215189871,10,241155787.0,133008076.0,117,10,2,동작구,10827,9249,15071
경문고등학교(동작동성당),82465938.12903225,8398.806451612903,10,513757247.0,257797952.0,70,7,1,동작구,24501,19195,35806
남성역 1번,265047683.4814815,20116.162962962964,29,1057587996.0,604107441.0,317,30,6,동작구,48907,43541,65733
노량진역 6번,193835501.38372093,17948.86046511628,13,937783109.0,453717462.0,218,15,4,동작구,50848,40868,64936
노량진초등학교,169249632.53125,6243.890625,3,422104943.0,224980684.0,80,3,0,동작구,18789,17707,20106
대방역 3번,323639238.03174603,23643.8253968254,12,79534086.0,46777433.0,74,14,1,동작구,4687,4287,3714
동작구자원봉사센터,73501014.1081081,3667.945945945946,5,134738333.0,82937258.0,51,4,0,동작구,8419,6145,11600
보라매역 2번,143284905.50666666,8558.546666666667,8,758971962.0,487877820.0,116,15,2,동작구,19981,14735,28854
사당5동주민센터,59105612.86956522,2502.217391304348,4,164384774.0,97560537.0,79,8,1,동작구,5793,4969,6191
사당역 10번,362545000.2745098,18636.202614379086,36,1066494605.0,603965267.0,415,55,9,동작구,40498,33251,54644
사당종합체육관,80008889.12765957,4285.978723404255,4,177104457.0,101769442.0,45,3,0,동작구,7963,5373,12477
상도1동주민센터앞,170380158.32,7402.746666666667,8,35067230.0,21597291.0,46,6,0,동작구,2691,2597,3651
상도4동주민센터,121648673.90410958,5333.58904109589,7,346965780.0,236700221.0,84,9,2,동작구,8558,6682,13079
상도역 1번,145953831.14814815,4267.722222222223,9,141220176.0,93317656.0,60,6,1,동작구,4538,4413,4574
상도역 2번,109103379.77777778,7024.444444444444,11,319611389.0,221524421.0,122,14,1,동작구,10813,10866,13308
상도역 5번,538199913.3076923,28158.853146853147,44,1309356209.0,909353934.0,376,27,7,동작구,36867,30034,50699
상도초등학교,209007735.74242425,11656.060606060606,8,524798712.0,285846268.0,78,5,1,동작구,8276,7336,10916
성남고등학교,203547509.9903846,11433.03846153846,13,576222150.0,407691436.0,178,28,3,동작구,12764,9763,17941
숭실대입구역 1번,311932719.12396693,18246.99173553719,27,738800085.0,530657359.0,181,25,3,동작구,33826,32588,39281
숭실대입구역 4번,335767927.0649351,30880.415584415583,47,339671338.0,190569885.0,156,20,4,동작구,13445,12276,16794
신대방삼거리역 1번,129864863.859375,11602.640625,10,1231762320.0,827387547.0,162,12,2,동작구,46392,36707,70470
신대방삼거리역 3번,57566938.8556701,4181.917525773196,6,412116927.0,242602974.0,81,4,1,동작구,12054,11125,14095
신대방삼거리역 4번(대림초등학교),76139260.59375,3736.125,4,705566292.0,465569902.0,35,1,1,동작구,9170,5838,14036
신대방역 3번,49844459.65909091,1791.840909090909,2,91284410.0,44758617.0,29,0,0,동작구,2458,2207,3235
신대방역 4번,215451017.4,10343.955555555556,18,737607564.0,360716013.0,275,27,5,동작구,13257,11521,16566
양지어린이공원,152075228.9009901,13632.0,14,666684753.0,406857098.0,165,21,2,동작구,20343,15135,29831
예술인마을,162309901.2142857,14552.309523809525,5,599702275.0,438535554.0,50,3,0,동작구,22043,17290,32902
이수역 10번,194983508.9,3986.0625,15,546338388.0,274056539.0,164,16,5,동작구,19394,17330,27055
이수역 9번,272959852.2542373,8969.338983050848,11,195766323.0,103498789.0,98,12,2,동작구,12860,11975,14858
장승배기역 4번,321881523.7375,20842.4875,8,540892048.0,335725949.0,191,27,5,동작구,18153,16915,20250
장승배기역 5번,78849098.19148937,4183.851063829788,2,412471272.0,224337728.0,78,3,3,동작구,13525,10059,18956
중대부중,33802782.5882353,1115.1176470588234,0,320476501.0,148415519.0,45,0,4,동작구,26277,19623,29986
중앙대학교,409785105.3563218,34758.70114942529,44,233489711.0,128982194.0,147,22,5,동작구,15478,12027,19825
흑리단길,193238224.95049503,9939.60396039604,13,55567648.0,21875483.0,135,16,4,동작구,3240,3663,3066
흑석2치안센터,36502293.548387095,817.8064516129032,1,62123151.0,31802917.0,26,0,0,동작구,6484,4914,9044
Sh수협은행 오금동금융센터(아랫말어린이공원),64398507.27272727,4688.954545454545,6,101463218.0,73691999.0,40,6,0,송파구,3535,3113,4301
개미어린이공원,234026351.5625,24382.1875,0,190056932.0,98822069.0,33,3,0,송파구,5411,4204,8684
거여역 1번(거여공원),398919882.76521736,15898.773913043478,20,651755297.0,388848014.0,261,19,5,송파구,39221,33659,54256
거여역 8번,23298054.5,915.4166666666666,2,76239666.0,33509123.0,16,1,0,송파구,3524,2707,4774
거여초등학교,31594114.102564104,1008.7692307692308,3,306950535.0,213584919.0,55,6,0,송파구,11804,9585,12449
경찰병원역 3번,113037121.84210528,12415.078947368422,3,449095296.0,315316823.0,88,7,1,송파구,18757,16334,21623
경찰병원역 4번(건너말공원),212045334.2244898,9727.57142857143,5,240979108.0,161965216.0,65,4,0,송파구,7443,6189,8338
남천초등학교,435105839.2372881,19046.03389830509,25,524944639.0,279274541.0,258,30,6,송파구,19860,18189,28173
마천1치안센터,229229155.6304348,11582.608695652174,2,370230176.0,185127605.0,62,3,0,송파구,4010,3620,5105
마천공원,55365984.14285714,3900.142857142857,3,393933166.0,273564087.0,45,5,0,송파구,12052,10710,16481
마천역(마천초등학교),822841838.4431138,19406.676646706583,32,1181200114.0,653005493.0,461,38,7,송파구,33301,27113,47535
문정동성당,171348586.04109588,8967.876712328767,6,86493630.0,58901353.0,62,6,1,송파구,1005,776,1180
문정역 1번,242667337.6984127,18811.079365079364,8,350763517.0,241962845.0,153,16,3,송파구,19522,16024,19465
문정역 2번,383557862.83870965,15119.41935483871,13,572840124.0,419462358.0,299,29,6,송파구,24669,20814,26039
문정초등학교,194713645.8955224,8669.186567164179,19,727562455.0,519187366.0,282,36,5,송파구,23287,18393,32758
문현중학교(장지역 1번),242012698.6090909,12798.581818181818,18,198190776.0,133531990.0,160,25,4,송파구,20512,17849,19932
방이동고분군(방산고등학교),255514008.10638297,8276.010638297872,7,117717056.0,84583839.0,138,20,3,송파구,6278,5032,8824
방이역 1번,780961284.0396825,7335.023809523809,18,237512140.0,176946475.0,183,19,3,송파구,8565,7720,7953
방이역 2번,116766447.56603771,5241.292452830188,9,277250784.0,192821178.0,175,16,3,송파구,22007,18680,24780
방이역 4번,768385670.130719,20297.47712418301,54,1236317142.0,923348399.0,639,61,14,송파구,57112,66555,61787
벌말어린이공원,230209514.6216216,7511.243243243243,11,300905333.0,215757221.0,130,11,3,송파구,14146,11241,18499
보인중학교,318598343.55,14508.23,12,362850407.0,252160618.0,153,21,2,송파구,8117,7758,8310
삼전역 1번,666079725.4638554,32495.692771084337,62,1424705827.0,1001815171.0,535,57,16,송파구,43023,35948,59137
삼전역 3번,286839848.45522386,12805.5,29,1196243476.0,837494239.0,247,20,4,송파구,28348,19657,42530
삼전역 4번,419254083.56626505,19597.475903614457,40,1473331513.0,1083524825.0,421,45,7,송파구,34367,27417,47978
석촌고분역 1번,519440861.4235294,26397.03529411765,31,1345809073.0,961268907.0,380,31,8,송파구,42827,36046,59102
석촌고분역 3번,250754024.5,21038.37,15,712647450.0,516610221.0,195,26,5,송파구,16734,12360,23350
석촌고분역 4번,274307973.65882355,17815.15294117647,11,1180779783.0,862036972.0,198,20,6,송파구,23988,17166,37348
석촌역 3번,253411262.2857143,9760.59523809524,21,1389586116.0,980091584.0,377,36,7,송파구,45719,39284,56076
석촌역 6번,164161437.9010989,9153.846153846154,16,840026273.0,589269886.0,224,27,6,송파구,21675,18325,27415
석촌역 7번,443057676.57272726,20072.572727272727,28,1381343047.0,999120290.0,321,37,7,송파구,32671,27783,43552
석촌중학교(방이육교),89931810.6097561,4852.8536585365855,2,338907097.0,250409471.0,76,6,1,송파구,8199,7011,8989
송파나루역 1번(송리단길),451020202.8796992,17045.842105263157,25,1265192744.0,892810733.0,510,75,13,송파구,45677,44467,59729
송파나루역 2번,561053347.9634147,11784.560975609756,10,486093572.0,353407466.0,152,20,5,송파구,24294,20027,34854
송파나루역 3번,87279204.93478261,6862.326086956522,3,173844378.0,126157452.0,71,7,1,송파구,4704,3875,6528
송파역 2번,150979715.9857143,4623.271428571428,11,492139780.0,333467928.0,108,9,3,송파구,11493,8328,11128
송파책박물관,56198074.47368421,2873.6666666666665,10,153427892.0,102893346.0,78,8,1,송파구,7735,6562,9545
오금공원(오주중학교),166844227.32258064,15325.5,8,485689624.0,324460709.0,110,10,2,송파구,16750,10450,25582
오금역 4번,789386204.0,20929.45,3,138546582.0,93818540.0,89,9,2,송파구,3824,3243,4593
오동나무공원(송파레미니스1단지),379413023.9245283,14400.471698113208,10,512843072.0,366523334.0,203,12,2,송파구,17816,14256,22728
잠실나루역,221104538.5675676,5333.567567567568,14,34099649.0,28653001.0,96,15,3,송파구,877,846,907
장지동주민센터(한림연예예술고교),195128129.2235294,13226.788235294118,12,371809015.0,254456379.0,160,12,3,송파구,16861,13121,20983
투구봉어린이공원,454010018.7317073,1788.4878048780488,3,161012930.0,106913084.0,56,4,0,송파구,8656,7472,11947
풍납초등학교(풍납백제문화공원),121349624.22222222,12861.222222222224,0,112016162.0,72613892.0,18,4,0,송파구,2171,1646,3298
한성백제역 3번,193667097.18487397,9926.193277310924,25,1191597310.0,892869267.0,273,33,6,송파구,32942,27498,46467
가인초등학교,261796694.88636363,12802.40909090909,16,165820405.0,117439136.0,82,9,2,도봉구,6732,7128,6788
국민은행방학지점,229913986.45238096,15703.190476190475,10,27668465.0,20687200.0,58,4,2,도봉구,1511,1758,1242
누원고등학교,98816809.90625,6296.15625,10,113657260.0,65531513.0,82,16,2,도봉구,2212,1946,3029
덕성여대시반거리,224138901.44444445,23665.09523809524,11,109847374.0,63754005.0,75,5,2,도봉구,1502,1458,979
도봉구 정병원,200704199.1111111,8598.58024691358,8,348416682.0,191222672.0,182,20,3,도봉구,12081,11060,14012
도봉구민회관,235400566.50943395,5502.490566037736,6,92579478.0,51921676.0,55,6,1,도봉구,3512,3875,3274
도봉구보건소,248236316.3181818,9998.939393939394,19,528565593.0,339867869.0,234,35,11,도봉구,30893,29046,35254
도봉산역 1번,673952326.475,26673.95,11,242566169.0,153640103.0,122,8,1,도봉구,4097,3886,3680
도봉산입구,647389589.3144654,24797.610062893084,33,986570308.0,604272235.0,352,36,9,도봉구,28564,24981,35284
도봉역 2번,247965753.8067227,13508.285714285714,23,785124853.0,459096231.0,322,22,7,도봉구,19238,16233,24537
도봉역 3번,126658993.39285716,6468.714285714285,2,287576244.0,149632117.0,116,10,1,도봉구,8943,8376,9664
도봉우체국,151312652.43283582,4691.582089552238,7,312460006.0,210635469.0,66,4,1,도봉구,14580,12167,20145
문이교,178154858.08333334,14413.916666666666,1,120018885.0,72915783.0,10,1,0,도봉구,2663,2450,3092
발바닥공원,308056593.2083333,19140.805555555555,5,13289332.0,8824964.0,68,5,1,도봉구,2576,2951,2850
방학1동주민센터,201894077.7651515,11965.007575757576,22,833939500.0,425259725.0,329,56,13,도봉구,27826,25929,35221
방학역 1번,338456121.8060606,19262.30909090909,29,763066361.0,401872370.0,392,50,10,도봉구,27481,24540,36303
방학역 2번,313790113.7878788,14891.212121212122,40,329061258.0,188639629.0,237,22,5,도봉구,9047,9292,8588
방학중학교,243539498.55384612,8569.723076923077,14,709957218.0,398509793.0,224,25,5,도봉구,21535,19994,28454
방학초등학교,177025904.1397059,10122.367647058823,18,260091851.0,162969518.0,161,29,4,도봉구,8662,8976,9340
샘말어린이공원,455765156.35,17507.25,6,774684325.0,478207945.0,107,12,3,도봉구,13667,10863,18272
솔밭공원역 1번,192231732.525,12117.6375,10,92238057.0,60222873.0,47,4,1,도봉구,5725,5714,5262
신창초등학교,260429696.60126585,12841.59493670886,29,1309201340.0,707071584.0,414,40,7,도봉구,52404,40954,76751
신한은행 방학동지점,97556117.42105263,3256.5789473684213,3,207473325.0,123399658.0,109,15,3,도봉구,6065,6687,7195
쌍문2동우체국,262036101.03870967,14666.135483870969,23,438552970.0,317209494.0,217,20,4,도봉구,18462,16652,23971
쌍문역1번(쌍리단길),471312531.18487394,28691.8487394958,19,236164726.0,125566915.0,194,17,3,도봉구,17320,13899,20874
쌍문초등학교,246600951.9893617,18759.75531914893,9,598359040.0,376294637.0,156,11,4,도봉구,25607,22896,34882
연산군묘,211017104.375,18261.40625,3,31839043.0,12942963.0,14,0,0,도봉구,469,413,531
창2동주민센터,229854792.3853211,14883.825688073395,18,973147456.0,678920568.0,251,33,8,도봉구,34512,27225,49279
창동역 2번,195410816.8198198,10223.315315315316,32,387941922.0,261509762.0,232,34,8,도봉구,15633,17331,15055
창동중학교,456316897.3181818,8184.409090909091,4,31837970.0,23468221.0,18,1,0,도봉구,3086,2683,3169
한일병원,222637748.9722222,5013.277777777777,5,135273717.0,83113875.0,57,5,1,도봉구,3800,4031,3313
효문고등학교,18554682.5,1166.75,1,189745506.0,112724760.0,14,0,0,도봉구,3251,2241,5775
가좌역 3번,396712527.1098901,14513.42857142857,17,8501622.0,4321286.0,141,7,3,서대문구,2334,2792,1448
경기대학교,53614123.06521739,5091.847826086957,6,187783835.0,128605410.0,34,5,1,서대문구,12804,9921,14930
경의중앙 신촌역,152047105.03636363,7156.145454545454,9,155105278.0,68420809.0,72,8,2,서대문구,14716,15448,14305
남가좌동현대아파트,148409598.15384614,8951.589743589744,5,71984018.0,45364474.0,52,9,1,서대문구,1089,1237,982
남가좌파출소,334125471.90140843,17770.464788732395,22,378435300.0,196997634.0,260,23,6,서대문구,23366,20783,32946
돈의문센트레빌아파트입구,84996278.61016949,3047.0508474576272,4,85861289.0,46336469.0,37,5,1,서대문구,1556,1599,1008
명지대학교,303643558.24183005,19976.124183006537,62,825779986.0,550526919.0,395,47,10,서대문구,30663,28495,36903
명지대학교교회,231834340.09917355,14101.826446280991,40,570411212.0,345106250.0,281,37,6,서대문구,40750,31768,46259
명지전문대,398669822.625,33847.375,2,103685794.0,65543232.0,10,2,0,서대문구,2846,2025,3026
모래내우체국,508450383.97333336,16769.766666666666,18,314342623.0,198879976.0,230,29,6,서대문구,18087,20099,22284
미근동,446965971.025641,14865.205128205129,6,29895944.0,11073146.0,84,3,1,서대문구,5817,4661,2437
봉원사,212595271.5,16478.60714285714,8,275574450.0,152362419.0,27,0,0,서대문구,5063,3656,3841
북가좌2동주민센터,269851579.969697,16270.39393939394,18,869168282.0,605618811.0,212,21,5,서대문구,21632,18128,30629
북가좌초등학교,89326843.0,8050.055555555556,6,177308780.0,120001982.0,77,13,1,서대문구,7216,7014,10218
서대문구보건소별관,252520940.2333333,9900.933333333332,7,507181858.0,323582838.0,92,9,2,서대문구,25315,19345,36536
서대문구청,114500618.85,7532.4,1,69109502.0,31128002.0,24,2,0,서대문구,2269,1778,2576
서대문소방서,171588942.55072463,6810.927536231884,4,153325425.0,113401057.0,77,4,1,서대문구,3076,2589,3001
서대문우체국,60278110.21428572,7085.833333333333,10,310177338.0,140877580.0,46,5,1,서대문구,11511,9951,13802
서연중학교,191834791.42857143,11395.877551020409,5,546267976.0,337334590.0,148,22,2,서대문구,10777,9821,12125
서울여자간호대학교,172423056.05952382,13013.07142857143,11,139407072.0,87615422.0,103,16,3,서대문구,14272,13888,17507
아현역 1번,57497243.34883721,1878.441860465116,3,52501689.0,26651265.0,70,2,1,서대문구,4140,3021,5492
아현역 2번,240883610.04040405,12754.79797979798,6,385678861.0,229108708.0,124,6,1,서대문구,22346,21002,17660
연가초등학교,122104747.31460674,10877.191011235956,9,806136071.0,595288539.0,109,10,0,서대문구,47153,35060,59885
연희대우아파트앞,207040616.7352941,17176.21568627451,14,482461607.0,329820844.0,216,34,4,서대문구,23393,20117,29968
연희세브란스병원,373241142.1206896,17934.189655172413,6,45999082.0,25562945.0,60,6,1,서대문구,4532,3736,1896
연희어린이공원,114877019.5,4074.9583333333335,2,209829249.0,141061873.0,51,2,1,서대문구,4063,3905,3584
연희임광아파트,198476806.6451613,3299.903225806452,2,68799682.0,46247366.0,34,3,1,서대문구,6399,6163,6056
연희지하차도,101797674.80487806,1190.4878048780488,3,471049405.0,303901877.0,82,5,1,서대문구,7715,6238,10002
연희초등학교,216294430.68,20477.533333333333,14,502860960.0,292386695.0,88,12,2,서대문구,18550,15177,23158
연희파출소,654894233.2333333,4316.15,6,194060568.0,150825758.0,100,7,0,서대문구,6142,6302,4529
영천시장입구,69992996.7027027,2491.054054054054,7,208229524.0,110051603.0,49,9,0,서대문구,17186,13412,23903
정원여중,33226258.64,738.04,1,208879010.0,154137986.0,27,4,1,서대문구,6299,4921,7933
증산3교남측,177668949.75,16519.5625,1,105856169.0,70338134.0,13,0,0,서대문구,2804,2217,3522
증산역 1번,222463600.03125,13661.5625,8,437505316.0,283694181.0,90,11,1,서대문구,33927,32180,46709
충정로역 3번,205195094.4,11278.25,3,13693824.0,7400587.0,88,6,2,서대문구,5261,4349,4285
충정로역 7번,50628773.76190476,2625.3809523809523,0,232255020.0,84187502.0,18,2,0,서대문구,86318,66061,72420
충정로현대아파트,387084844.2948718,15706.179487179486,12,104164903.0,84987075.0,148,8,2,서대문구,12881,11097,6503
홍남교남측,133194146.8,2117.3,0,23573258.0,12965071.0,21,1,0,서대문구,819,825,724
홍연시장,138772866.47368422,10749.842105263158,3,159380158.0,90686568.0,80,6,1,서대문구,15752,11559,21038
홍은종합사회복지관,234532824.8494624,11235.290322580646,16,56371411.0,33029245.0,139,12,3,서대문구,4557,4759,5055
홍은중학교,59351050.823529415,4490.64705882353,2,410064838.0,270142377.0,40,7,2,서대문구,9870,7345,13250
홍제3동주민센터,150303663.65714285,10597.857142857143,20,369781177.0,216571035.0,193,23,4,서대문구,24276,21800,29362
홍제성원아파트,51290087.375,3848.2916666666665,4,88082371.0,55216777.0,18,0,0,서대문구,2832,1878,4301
홍제역 2번,132978180.80882353,9088.367647058823,13,466170322.0,267995211.0,101,17,3,서대문구,13651,12299,18106
홍제역 3번,74811956.69767442,6059.46511627907,7,203712158.0,141350375.0,39,7,1,서대문구,3754,3667,5544
홍제역 4번,219865138.8043478,8234.021739130434,5,111403404.0,61913427.0,78,6,1,서대문구,13726,12624,15393
간데메공원,428998138.9909091,12357.963636363636,17,415442385.0,227332142.0,242,29,6,동대문구,27935,24697,34348
경희대삼거리,223705705.0288461,11202.182692307691,20,323728148.0,161603898.0,241,35,5,동대문구,37916,32078,46240
경희대후문,271455472.9574468,43747.65957446808,16,240725027.0,118340247.0,72,5,1,동대문구,24434,17945,31642
고대앞사거리,187185906.8039216,13664.588235294115,5,309392765.0,177452924.0,81,8,2,동대문구,20525,17557,23183
고려대역 4번,165337074.8070175,9805.421052631578,7,228926274.0,125751691.0,80,8,2,동대문구,8020,5545,13804
고려대역 6번,212306085.84,20830.053333333333,13,190717414.0,89709939.0,145,29,4,동대문구,16386,14355,17365
군자초등학교,119499415.0,7161.5,1,183154264.0,114336483.0,45,4,1,동대문구,7109,5108,9412
답십리 장령당공원,40652955.66666666,845.7333333333333,0,87001378.0,42283936.0,51,3,1,동대문구,5050,4525,5526
답십리공원,237497834.04597703,8860.931034482759,14,92331335.0,51692599.0,114,7,3,동대문구,11375,11844,10559
답십리사거리,271453377.1880342,13982.02564102564,11,348864322.0,181473846.0,178,20,4,동대문구,27764,24777,39256
답십리초등학교,226429549.8645833,13570.541666666666,26,219066317.0,106218705.0,202,29,6,동대문구,18340,16309,25728
동대문경찰서,44179836.09090909,1624.7272727272727,2,139285118.0,74577417.0,42,4,1,동대문구,7004,6061,8698
동대문구청,261007968.8902439,14036.80487804878,11,547379062.0,317558269.0,220,8,5,동대문구,30267,25025,34892
동대문중앙새마을금고본점,148705149.77272728,2608.090909090909,0,24800263.0,9186605.0,40,4,0,동대문구,3415,3022,2090
동대부고,684935467.3858268,14710.574803149606,22,367515741.0,255938708.0,245,22,5,동대문구,20243,18880,22579
동의보감타워,154265120.26666668,9166.366666666669,7,34110198.0,15014061.0,94,4,1,동대문구,5891,5974,3960
떡전교사거리,66526949.59615385,5462.826923076923,4,242289709.0,127976747.0,72,15,2,동대문구,10121,9148,10231
삼육보건대학교,438300801.785124,26410.280991735537,25,870371005.0,437265565.0,206,29,6,동대문구,33394,24885,44664
서울시립대,182071713.72619048,26216.22619047619,18,438800725.0,263250330.0,134,12,1,동대문구,55117,39262,71155
세종대왕기념관교차로,60508335.36666667,5012.333333333333,3,75662567.0,43966506.0,39,3,0,동대문구,6468,4533,9797
시립대앞사거리,123271889.08571428,7632.228571428572,19,131653462.0,65914588.0,269,7,6,동대문구,12225,9318,15429
시조사삼거리,35198818.551724136,532.0344827586207,1,95232099.0,61568452.0,44,5,1,동대문구,6134,5501,7127
신설동역 9번,132586774.15789472,8225.105263157895,6,191658821.0,132055282.0,184,17,2,동대문구,19119,16579,14092
외대앞역 1번,371511141.030303,32728.12121212121,48,297336399.0,130970679.0,317,49,8,동대문구,18537,17321,21726
외대앞역 2번,203574703.3333333,11478.742424242424,4,162025439.0,60601535.0,74,6,1,동대문구,10579,10298,12190
용두동신동아아파트,203775529.2222222,19732.62962962963,14,543260999.0,327623000.0,169,16,4,동대문구,11254,10341,12328
용두사거리,113066442.1,8014.285714285715,4,71770051.0,49767796.0,58,5,0,동대문구,4477,4129,3896
용두초등학교,192587321.3,3965.866666666667,2,85151441.0,47486758.0,38,0,0,동대문구,8373,7047,10332
